#name	crc	size	key
3D Atlas (Europe)	da1aba61	106	3D Atlas (USA)
3D Atlas (USA)	7d1e26d3	103	3D Atlas (USA)
AI Shougi (Japan)	aabd828d	106	AI Shougi (Japan)
Agi Gongnyong Goldie (Korea)	c17fab34	117	Agi Gongnyong Goldie (Korea)
Alone in the Dark (Europe) (En,Fr)	dfb4d091	123	Alone in the Dark (USA)
Alone in the Dark (Europe) (En,Fr) (NTSC Version)	67487848	138	Alone in the Dark (USA)
Alone in the Dark (Japan)	252c04a6	137	Alone in the Dark (USA)
Alone in the Dark (USA)	f0cc6002	112	Alone in the Dark (USA)
Alone in the Dark (USA) (Demo)	88881b64	119	Alone in the Dark (USA)
Alone in the Dark 2 (Europe)	e66e6005	117	Alone in the Dark 2 (USA)
Alone in the Dark 2 (France)	c066d100	117	Alone in the Dark 2 (USA)
Alone in the Dark 2 (Japan)	92bebf10	116	Alone in the Dark 2 (USA)
Alone in the Dark 2 (USA)	fb1fe530	114	Alone in the Dark 2 (USA)
Anno Mitsumasa Pepperon-mura no Shiki (Japan)	c4b2654b	134	Anno Mitsumasa Pepperon-mura no Shiki (Japan)
Another World (Europe)	98443c7e	111	Another World (Europe)
Aqua World - Umi Monogatari (Japan)	e7f14709	101	Aqua World - Umi Monogatari (Japan)
Armageddon (Korea)	9c1f87e4	107	Armageddon (Korea)
AutoBahn Tokio (Japan)	55922825	111	AutoBahn Tokio (Japan)
AutoBahn Tokio (Japan) (Demo)	5062bf89	118	AutoBahn Tokio (Japan)
BC Racers (USA) (Beta) (1995-09-29)	9b31e8ae	101	BC Racers (USA, Europe)
BC Racers (USA, Europe)	c00d3099	112	BC Racers (USA, Europe)
BFS - Blue Forest Story (Japan)	625a6ca8	120	BFS - Blue Forest Story (Japan)
BFS - Blue Forest Story (Japan) (Alt)	68ce7127	126	BFS - Blue Forest Story (Japan)
Bakushou!! All Yoshimoto Quiz-ou Ketteisen (Japan)	cad7cc15	139	Bakushou!! All Yoshimoto Quiz-ou Ketteisen (Japan)
Ballz - The Director's Cut (World) (En,Ja)	e1c32ee8	131	Ballz - The Director's Cut (World) (En,Ja)
Battle Blues (Korea)	a10ac9bd	109	Battle Blues (Korea)
Battle Chess (Europe)	9455abbc	110	Battle Chess (USA)
Battle Chess (Japan)	4ba56d74	86	Battle Chess (USA)
Battle Chess (USA)	29138d99	107	Battle Chess (USA)
Battle Pinball (Japan)	9b0b0b81	134	Battle Pinball (Japan)
BattleSport (Europe)	65eb275f	109	BattleSport (USA)
BattleSport (USA)	13ae5974	106	BattleSport (USA)
BattleSport (USA) (Beta) (1995-09-22)	a4f8b24b	126	BattleSport (USA)
Belzerion (Japan)	de4b388f	129	Belzerion (Japan)
Blade Force (Europe)	4f83ddad	109	Blade Force (USA)
Blade Force (Japan)	5889414b	108	Blade Force (USA)
Blade Force (Korea)	ba21c44c	108	Blade Force (USA)
Blade Force (USA)	d7cf47c5	106	Blade Force (USA)
Blade Force (USA) (Beta) (1995-09-06)	09335090	103	Blade Force (USA)
Blonde Justice (USA)	42b7ef29	109	Blonde Justice (USA)
Blood Angels (Japan)	72d621d6	109	Blood Angels (Japan)
Bonogurashi (Japan)	5b154627	108	Bonogurashi (Japan)
BrainDead 13 (USA) (Disc 1)	00ed92f9	116	BrainDead 13 (USA) (Disc 1)
BrainDead 13 (USA) (Disc 1) (RE-1)	5d07c00f	123	BrainDead 13 (USA) (Disc 1)
BrainDead 13 (USA) (Disc 2)	7916c8a4	116	BrainDead 13 (USA) (Disc 1)
Burning Soldier (Canada)	2ce591b1	113	Burning Soldier (USA, Korea)
Burning Soldier (Europe)	9f5068b3	113	Burning Soldier (USA, Korea)
Burning Soldier (Japan)	f0c8782e	89	Burning Soldier (USA, Korea)
Burning Soldier (USA, Korea)	6621e930	117	Burning Soldier (USA, Korea)
Bust-A-Move (USA)	cc51598d	106	Bust-A-Move (USA)
Cannon Fodder (Europe)	dbb55007	111	Cannon Fodder (USA)
Cannon Fodder (USA)	a0ee3128	108	Cannon Fodder (USA)
Cannon Fodder (USA) (Beta)	0d504fda	92	Cannon Fodder (USA)
