#name	crc	size	key
ABPA Backgammon (World)	a60e25fc	8192	ABPA Backgammon (World)
Advanced Dungeons & Dragons (USA, Europe)	9d4355aa	12288	Advanced Dungeons & Dragons (USA, Europe)
Advanced Dungeons & Dragons - Treasure of Tarmin (USA, Europe)	16c3b62f	16384	Advanced Dungeons & Dragons - Treasure of Tarmin (USA, Europe)
Adventure (USA, Europe) (Intellivision Lives!)	11c3bcfa	16384	Advanced Dungeons & Dragons (USA, Europe)
Air Strike (USA) (Proto)	2c668249	8192	Air Strike (USA) (Proto)
All-Star Major League Baseball (USA) (Beta)	b45633cf	24576	World Championship Baseball (USA)
Armor Battle (USA, Europe) (Fast Tanks)	6f91fbc1	8192	Armor Battle (USA, Europe) (Fast Tanks)
Armor Battle (USA, Europe) (Fast Tanks) (Intellivision Lives!) (Gamecube)	f405f823	8192	Armor Battle (USA, Europe) (Fast Tanks)
Armor Battle (USA, Europe) (Slow Tanks)	7db97f65	8192	Armor Battle (USA, Europe) (Fast Tanks)
Astrosmash (USA, Europe)	fab2992c	8192	Astrosmash (USA, Europe)
Atlantis (USA, Europe)	13ff363c	16384	Atlantis (USA, Europe)
Auto Racing (World) (Car-Relative Steering)	b35c1101	8192	Auto Racing (World) (Car-Relative Steering)
Auto Racing (World) (Screen-Relative Steering)	28637e4e	8192	Auto Racing (World) (Car-Relative Steering)
B-17 Bomber (USA, Europe)	8ad19ab3	24576	B-17 Bomber (USA, Europe)
BattleTanks (USA, Europe) (Intellivision Lives!)	22a1f245	8192	Triple Action (World)
Beamrider (USA, Europe)	eaf650cc	16384	Beamrider (USA, Europe)
Beauty & the Beast (USA, Europe)	c047d487	16384	Beauty & the Beast (USA, Europe)
Biplanes (USA, Europe) (Intellivision Lives!)	44519f2d	8192	Triple Action (World)
Blockade Runner (USA)	b03f739b	16384	Blockade Runner (USA)
Body Slam! - Super Pro Wrestling (USA)	515e1d7e	32768	Body Slam! - Super Pro Wrestling (USA)
Bomb Squad (USA, Europe)	32697b72	24576	Bomb Squad (USA, Europe)
Boxing (World)	ab87c16f	8192	Boxing (World)
Brickout! (USA) (Proto)	9f85015b	8192	Brickout! (USA) (Proto)
Bump 'n' Jump (USA, Europe)	999cceed	32768	Bump 'n' Jump (USA, Europe)
BurgerTime (USA, Europe)	43806375	16384	BurgerTime (USA, Europe)
Buzz Bombers (USA, Europe)	fa492bbd	16384	Buzz Bombers (USA, Europe)
Buzz Bombers (USA, Europe) (Intellivision Lives!)	2a1e0c1c	16384	Buzz Bombers (USA, Europe)
Carnival (USA, Europe)	43870908	8192	Carnival (USA, Europe)
Centipede (USA)	d5363b8c	16384	Centipede (USA)
Championship Tennis (USA, Europe)	4cc46a04	32768	Championship Tennis (USA, Europe)
Checkers (USA, Europe)	243807e2	8192	Checkers (USA, Europe)
Checkers (USA, Europe) (Intellivision Lives!)	36e1d858	8192	Checkers (USA, Europe)
Chip Shot - Super Pro Golf (USA)	0bf464c6	32768	Chip Shot - Super Pro Golf (USA)
Commando (USA)	3289c8ba	32768	Commando (USA)
Congo Bongo (USA)	4b23a757	24576	Congo Bongo (USA)
Crazy Clones (USA) (Proto)	e1ee408f	8192	Crazy Clones (USA) (Proto)
Crosswords (USA, Europe) (Intellivision Lives!)	32162105	16384	Learning Fun II - Word Wizard, Memory Fun (USA)
Deadly Dogs (USA, Europe) (Beta)	cdc14ed8	8192	TRON Deadly Discs (USA, Europe)
Deep Pockets - Super Pro Pool & Billiards (USA) (Proto)	6802b191	32768	Deep Pockets - Super Pro Pool & Billiards (USA) (Proto)
Defender (USA)	d8f99aa2	24576	Defender (USA)
Demon Attack (USA, Europe)	5e6a8cd8	16384	Demon Attack (USA, Europe)
Demonstration Cartridge - Green (USA)	a3acd160	32768	Demonstration Cartridge - Green (USA)
Demonstration Cartridge - Red (USA)	0487675c	16384	Demonstration Cartridge - Red (USA)
Dig Dug (USA)	159af7f7	32768	Dig Dug (USA)
Diner (USA)	13ee56f1	32768	Diner (USA)
Donkey Kong (USA, Europe)	c30f61c0	8192	Donkey Kong (USA, Europe)
Donkey Kong Junior (USA, Europe)	6df61a9f	16384	Donkey Kong Junior (USA, Europe)
Dracula (USA, Europe)	84bedcc1	16384	Dracula (USA, Europe)
Dragonfire (USA, Europe)	af8718a1	8192	Dragonfire (USA, Europe)
Dreadnaught Factor, The (USA)	3b99b889	16384	Dreadnaught Factor, The (USA)
Dreadnaught Factor, The (USA) (Beta)	bf4d0e9b	16384	Dreadnaught Factor, The (USA)
Duncan's Thin Ice (USA)	f3df94e0	32768	Thin Ice (USA)
Electric Company, The - Math Fun (USA, Europe) (Forward Entry)	c3475fca	8192	Electric Company, The - Math Fun (USA, Europe) (Forward Entry)
Electric Company, The - Math Fun (USA, Europe) (Reverse Entry)	54a3fc11	8192	Electric Company, The - Math Fun (USA, Europe) (Forward Entry)
Electric Company, The - Word Fun (USA, Europe)	c9eaacab	8192	Electric Company, The - Word Fun (USA, Europe)
Factor Fun (USA, Europe) (Intellivision Lives!)	f3ae29ea	16384	Learning Fun I - Math Master, Factor Fun (USA)
Fathom (USA, Europe)	4221ede7	16384	Fathom (USA, Europe)
Frog Bog (World)	37222762	8192	Frog Bog (World)
Frogger (USA, Europe)	d27495e9	8192	Frogger (USA, Europe)
Game Factory (USA) (Proto)	ce8fc699	49152	Game Factory (USA) (Proto)
Go for the Gold (USA) (Proto)	dbca82c5	16384	Go for the Gold (USA) (Proto)
Grid Shock (USA) (Proto)	291ac826	8192	Grid Shock (USA) (Proto)
Happy Holidays - Easter Eggcitement (USA) (Proto)	20ace89d	8192	Happy Holidays - Easter Eggcitement (USA) (Proto)
Happy Holidays - Santa's Helper (USA) (Proto)	e221808c	8192	Happy Holidays - Santa's Helper (USA) (Proto)
Happy Trails (USA, Europe)	4b8c5932	8192	Happy Trails (USA, Europe)
Horse Racing (World)	b5c7f25d	8192	Horse Racing (World)
Hover Force (USA)	ff83ff80	49152	Hover Force (USA)
Hypnotic Lights (USA) (Proto)	a3147630	8192	Hypnotic Lights (USA) (Proto)
Ice Trek (USA, Europe)	4f3e3f69	16384	Ice Trek (USA, Europe)
Illusions (USA) (Proto)	851f3ccb	16384	Illusions (USA) (Proto)
International Demonstration Cartridge (USA, Europe)	6a02c7e8	24576	International Demonstration Cartridge (USA, Europe)
Jetsons' Ways with Words, The (USA)	ee5f1be2	24576	Jetsons' Ways with Words, The (USA)
King of the Mountain (USA) (Proto)	4422868e	32768	King of the Mountain (USA) (Proto)
Kool-Aid Man (USA)	8c9819a2	16384	Kool-Aid Man (USA)
Lady Bug (USA, Europe)	a6840736	16384	Lady Bug (USA, Europe)
Land Battle (USA) (Proto)	3825c25b	16384	Land Battle (USA) (Proto)
Las Vegas Poker & Blackjack (World)	543dc31d	8192	Las Vegas Poker & Blackjack (World)
Las Vegas Poker & Blackjack (World) (Intellivision Lives!)	604611c0	8192	Las Vegas Poker & Blackjack (World)
Las Vegas Roulette (World)	48d74d3c	8192	Las Vegas Roulette (World)
League of Light (USA) (Proto)	b4287b95	16384	League of Light (USA) (Proto)
Learning Fun I - Math Master, Factor Fun (USA)	2c5fd5fa	16384	Learning Fun I - Math Master, Factor Fun (USA)
Learning Fun II - Word Wizard, Memory Fun (USA)	632f6adf	16384	Learning Fun II - Word Wizard, Memory Fun (USA)
Lock 'N' Chase (USA, Europe)	04977992	12288	Lock 'N' Chase (USA, Europe)
Loco-Motion (USA)	6b6e80ee	16384	Loco-Motion (USA)
Magic Carousel (USA) (Intellivision Lives!)	b25b22cb	32768	Magic Carousel (USA) (Intellivision Lives!)
Magic Carousel (USA) (Proto)	f3b0c759	32768	Magic Carousel (USA) (Intellivision Lives!)
Major League Baseball (World)	dab36628	8192	Major League Baseball (World)
Masters of the Universe - The Power of He-Man (USA, Europe)	573b9b6d	32768	Masters of the Universe - The Power of He-Man (USA, Europe)
Math Master (USA, Europe) (Intellivision Lives!)	662e2812	16384	Learning Fun I - Math Master, Factor Fun (USA)
Melody Blaster (USA, Europe)	ff68aa22	24576	Melody Blaster (USA, Europe)
Memory Fun (USA, Europe) (Intellivision Lives!)	96e000eb	16384	Learning Fun II - Word Wizard, Memory Fun (USA)
Meteor (USA, Europe) (Beta)	00be8bba	8192	Astrosmash (USA, Europe)
Microsurgeon (USA, Europe)	e806ad91	16384	Microsurgeon (USA, Europe)
Mind Strike (USA, Europe)	9d57498f	24576	Mind Strike (USA, Europe)
Minotaur (USA)	bd731e3c	16384	Advanced Dungeons & Dragons - Treasure of Tarmin (USA, Europe)
Mission X (USA, Europe)	11fb9974	16384	Mission X (USA, Europe)
Motocross (USA, Europe)	5f6e1af6	16384	Motocross (USA, Europe)
Motocross (USA, Europe) (Alt)	ec89d2fd	16384	Motocross (USA, Europe)
